Age,Household_Income,Credit_Score_Range,Vehicle_Year,Current_Mileage,Lead_Score,Purchased,Car_Make,Car_Model,Ownership_Type,Marital_Status,Education_Level,Homeowner_Status,Employment_Status,Gender,Preferred_Contact_Method,Lead_Source,Device_Type,Insurance_Status,Do_Not_Call,Email_Opt_In,Visited_Website_Last_30_Days,Clicked_Email_Last_30_Days,Opened_Email_Last_30_Days,Region,Zip_Code,Phone_Valid,Email_Valid,Vehicle_Use,Language_Preference,Military_Status,Has_Children,Outdoor_Activity_Level,Purchase_Intention,Number_of_Vehicles,Years_in_Current_Home,Past_Warranty_Purchase,Service_History,Recent_Move,Household_Size,Estimated_Home_Value,Estimated_Rent,Utilities_Included,Subscribed_To_Competitor,Warranty_Interest_Level,Credit_Card_Holder,Bank_Loan,Social_Media_Engagement,Online_Shopping_Frequency,Mobile_App_User,Streaming_Services_User,Data_Sharing_Consent
69,100-150K,650-699,2017,116683,80,1,Chevrolet,Sorento,Leased,Widowed,Bachelor's Degree,Living with Family,Employed Part-Time,Male,Mail,Email Campaign,Tablet,Yes,Yes,No,Yes,Yes,Yes,Northeast,30965,No,No,Business,English,Active Duty,Yes,Medium,High,4,3,No,None,No,3,400-600K,1500-2000,Yes,No,High,No,No,Low,Medium,No,No,Yes
64,<30K,600-649,2007,50850,39,0,Chevrolet,Jetta,Leased,Widowed,Some College,Renter,Retired,Male,Phone,Cold Call,Tablet,No,No,No,No,Yes,Yes,West,39180,Yes,Yes,Business,Other,Active Duty,No,Low,High,3,26,Yes,Regular,No,4,100-200K,2000+,Yes,No,Medium,No,No,High,Low,No,Yes,No
75,50-75K,600-649,2011,4513,44,0,Mercedes,Silverado,Owned,Divorced,Some College,Living with Family,Retired,Male,Phone,Website,Desktop,No,Yes,No,Yes,No,No,South,79552,Yes,No,Mixed,Other,Veteran,No,High,High,2,35,Yes,Occasional,Yes,3,400-600K,500-1000,Yes,Yes,Low,No,Yes,High,High,No,Yes,Yes
83,75-100K,<600,2019,148939,62,0,Mercedes,Civic,Leased,Widowed,Bachelor's Degree,Living with Family,Employed Full-Time,Male,Mail,Cold Call,Tablet,Yes,Yes,Yes,Yes,Yes,Yes,West,73343,No,No,Business,Other,None,Yes,Low,High,1,31,No,Occasional,No,1,200-400K,500-1000,No,Yes,Low,No,No,Medium,High,No,Yes,Yes
60,75-100K,600-649,2023,173607,53,0,Volkswagen,Civic,Leased,Single,Doctorate,Homeowner,Unemployed,Female,Email,Cold Call,Desktop,Yes,No,No,No,Yes,Yes,Northeast,68786,Yes,Yes,Mixed,Spanish,Active Duty,No,High,Medium,1,26,Yes,None,Yes,3,100-200K,2000+,Yes,Yes,Medium,Yes,Yes,Low,High,No,Yes,Yes
20,30-50K,<600,2008,9532,27,0,Nissan,Altima,Owned,Married,Master's Degree,Renter,Retired,Male,Phone,Event,Tablet,No,Yes,No,No,Yes,Yes,South,47057,No,No,Personal,English,None,Yes,Medium,Low,5,33,No,None,Yes,1,400-600K,<500,No,Yes,Low,No,No,High,Medium,No,No,No
30,75-100K,<600,2022,30387,39,0,Honda,Corolla,Financed,Married,High School,Living with Family,Retired,Male,Email,Cold Call,Mobile,No,No,Yes,Yes,No,Yes,West,25171,Yes,Yes,Mixed,Spanish,None,Yes,High,Low,1,13,No,Regular,Yes,2,<100K,<500,Yes,Yes,High,Yes,No,Medium,High,No,No,Yes
86,30-50K,700-749,2016,84923,73,1,Toyota,Sorento,Financed,Married,Bachelor's Degree,Homeowner,Retired,Other,Text,Website,Mobile,No,Yes,Yes,Yes,Yes,Yes,Midwest,86210,Yes,Yes,Mixed,Other,Active Duty,No,Medium,Medium,3,40,Yes,Regular,No,5,400-600K,2000+,Yes,No,Medium,No,Yes,Low,Medium,Yes,No,No
86,50-75K,<600,2019,162510,59,1,Mercedes,Jetta,Leased,Divorced,High School,Homeowner,Employed Part-Time,Other,Email,Email Campaign,Desktop,Yes,Yes,Yes,Yes,Yes,Yes,West,45789,Yes,Yes,Personal,English,Active Duty,Yes,High,Medium,1,19,No,Regular,Yes,5,600K+,<500,Yes,Yes,High,Yes,Yes,Medium,Low,Yes,No,Yes
72,50-75K,650-699,2013,125503,57,1,Chevrolet,C-Class,Financed,Widowed,Some College,Renter,Unemployed,Female,Email,Referral,Desktop,Yes,Yes,No,No,Yes,Yes,Midwest,46421,No,No,Mixed,English,Active Duty,Yes,Low,High,3,24,No,None,No,5,400-600K,2000+,No,No,Medium,Yes,No,Low,Medium,Yes,Yes,Yes
44,<30K,700-749,2016,152600,47,0,Honda,C-Class,Financed,Divorced,Doctorate,Renter,Employed Part-Time,Male,Email,Referral,Mobile,No,Yes,No,Yes,No,Yes,Midwest,35392,No,Yes,Mixed,English,Active Duty,Yes,Medium,Medium,3,36,Yes,Regular,Yes,3,100-200K,500-1000,No,No,Low,No,Yes,Low,High,Yes,No,No
42,75-100K,650-699,2007,58912,39,0,Nissan,3 Series,Owned,Divorced,Doctorate,Homeowner,Self-Employed,Other,Email,Referral,Mobile,Yes,No,No,Yes,No,No,Northeast,32773,No,Yes,Business,English,Veteran,Yes,Medium,Medium,1,26,Yes,Regular,No,5,600K+,2000+,Yes,Yes,Low,No,Yes,Low,Medium,Yes,Yes,No
68,50-75K,650-699,2006,60988,74,1,Nissan,C-Class,Financed,Divorced,Doctorate,Homeowner,Employed Full-Time,Male,Mail,Website,Mobile,Yes,No,Yes,No,Yes,Yes,Midwest,89572,Yes,Yes,Personal,Spanish,Veteran,Yes,High,High,2,10,Yes,None,No,3,400-600K,2000+,Yes,No,Medium,Yes,No,Low,Low,Yes,No,No
60,<30K,600-649,2019,17045,56,0,Kia,Silverado,Leased,Single,Bachelor's Degree,Living with Family,Self-Employed,Male,Mail,Event,Mobile,No,Yes,No,Yes,Yes,Yes,West,82451,Yes,No,Personal,English,Veteran,No,High,Medium,3,2,No,Occasional,Yes,6,400-600K,<500,No,Yes,Medium,Yes,No,High,High,Yes,Yes,No
83,100-150K,<600,2019,14798,92,1,Honda,Silverado,Leased,Widowed,Master's Degree,Living with Family,Employed Part-Time,Male,Text,Email Campaign,Tablet,Yes,No,No,Yes,No,No,South,59199,Yes,Yes,Business,English,Veteran,Yes,Low,High,1,16,No,None,Yes,3,100-200K,1500-2000,Yes,No,Low,Yes,No,High,High,Yes,Yes,No
78,75-100K,750-800,2021,59047,73,1,Chevrolet,Jetta,Financed,Widowed,High School,Living with Family,Retired,Male,Email,Email Campaign,Tablet,Yes,No,No,Yes,Yes,Yes,Northeast,10051,Yes,Yes,Mixed,Other,Veteran,Yes,Low,Medium,1,33,No,Occasional,Yes,2,100-200K,<500,No,Yes,Low,Yes,Yes,High,Low,Yes,No,No
41,100-150K,700-749,2017,180377,78,1,BMW,Altima,Leased,Single,Doctorate,Living with Family,Unemployed,Other,Text,Email Campaign,Tablet,Yes,No,Yes,No,Yes,No,Northeast,53223,Yes,Yes,Personal,Other,None,Yes,Medium,High,1,21,No,None,No,5,400-600K,2000+,Yes,Yes,Medium,Yes,Yes,Medium,Medium,No,No,No
63,75-100K,600-649,2009,30070,74,1,Volkswagen,Jetta,Financed,Married,Master's Degree,Renter,Employed Full-Time,Male,Phone,Email Campaign,Mobile,No,Yes,Yes,No,No,No,Northeast,24699,Yes,No,Mixed,Other,None,No,Low,High,1,33,Yes,Occasional,No,2,400-600K,1000-1500,No,No,High,No,Yes,Medium,Medium,No,Yes,Yes
71,50-75K,750-800,2021,191017,62,0,Volkswagen,Silverado,Financed,Married,Some College,Living with Family,Employed Part-Time,Female,Text,Referral,Tablet,No,No,Yes,Yes,No,No,Midwest,37614,No,No,Business,Spanish,Veteran,No,Medium,Low,2,17,Yes,Regular,Yes,4,600K+,500-1000,No,Yes,Medium,Yes,Yes,Medium,Low,Yes,Yes,No
85,<30K,700-749,2006,106429,51,1,Honda,Elantra,Leased,Divorced,Doctorate,Living with Family,Employed Part-Time,Female,Text,Website,Desktop,No,No,Yes,Yes,Yes,No,Midwest,47429,Yes,Yes,Business,English,None,No,Low,Low,3,18,No,Regular,No,2,400-600K,1500-2000,No,No,High,No,Yes,Low,Low,Yes,Yes,No
21,30-50K,600-649,2008,164756,30,0,Ford,F-150,Owned,Widowed,Master's Degree,Homeowner,Unemployed,Female,Email,Referral,Tablet,Yes,Yes,No,Yes,Yes,No,Northeast,38737,No,No,Mixed,English,None,No,High,Medium,5,22,No,Regular,Yes,6,<100K,2000+,Yes,Yes,Low,No,No,Medium,Low,No,No,No
75,50-75K,700-749,2005,66799,78,0,BMW,C-Class,Financed,Married,Doctorate,Homeowner,Retired,Male,Text,Email Campaign,Mobile,No,Yes,No,Yes,Yes,Yes,Northeast,54643,Yes,Yes,Personal,Other,Veteran,No,Medium,Low,1,20,No,Regular,Yes,4,400-600K,<500,Yes,Yes,Low,Yes,Yes,Medium,Medium,No,No,Yes
75,75-100K,750-800,2022,56494,93,0,Hyundai,3 Series,Leased,Married,Master's Degree,Renter,Unemployed,Male,Email,Referral,Tablet,No,Yes,No,Yes,Yes,Yes,South,34242,No,No,Business,Spanish,Active Duty,No,High,Medium,1,8,Yes,Regular,No,2,100-200K,2000+,Yes,No,Low,No,Yes,Low,Medium,No,Yes,Yes
87,30-50K,650-699,2018,172723,63,0,Volkswagen,F-150,Financed,Divorced,High School,Homeowner,Unemployed,Female,Text,Website,Desktop,No,Yes,Yes,Yes,No,Yes,South,73212,Yes,No,Mixed,Spanish,Veteran,Yes,Medium,High,5,21,Yes,None,No,3,<100K,1500-2000,Yes,No,High,Yes,Yes,High,Low,Yes,Yes,Yes
44,75-100K,600-649,2014,164179,43,0,BMW,Civic,Leased,Married,Doctorate,Renter,Self-Employed,Male,Text,Referral,Mobile,No,Yes,No,Yes,No,No,West,21976,Yes,No,Business,Spanish,None,No,Medium,Medium,4,26,Yes,Regular,No,5,200-400K,1500-2000,Yes,Yes,Low,No,No,Low,High,No,No,No
59,50-75K,600-649,2018,194247,40,1,Nissan,F-150,Leased,Widowed,High School,Renter,Unemployed,Male,Mail,Referral,Desktop,No,No,Yes,Yes,Yes,Yes,South,92780,Yes,No,Mixed,Spanish,None,No,High,High,3,7,Yes,None,No,1,400-600K,2000+,Yes,Yes,High,Yes,Yes,High,Low,Yes,No,No
24,30-50K,650-699,2021,152108,34,1,Kia,Civic,Owned,Widowed,High School,Living with Family,Employed Part-Time,Female,Mail,Event,Mobile,Yes,Yes,Yes,No,Yes,Yes,Midwest,88473,Yes,Yes,Business,Spanish,Active Duty,Yes,Low,Medium,4,36,Yes,Regular,No,2,100-200K,<500,Yes,Yes,Medium,No,Yes,Medium,High,No,No,Yes
77,30-50K,800+,2008,49954,79,0,Volkswagen,C-Class,Owned,Divorced,Associate Degree,Living with Family,Retired,Other,Phone,Event,Tablet,No,Yes,No,Yes,No,Yes,Midwest,64813,Yes,Yes,Personal,Spanish,Veteran,No,Low,High,5,13,No,Regular,No,3,200-400K,1000-1500,Yes,No,Low,Yes,Yes,Low,High,Yes,Yes,Yes
50,30-50K,650-699,2022,23116,55,0,Hyundai,Jetta,Leased,Divorced,High School,Living with Family,Employed Part-Time,Male,Mail,Website,Tablet,No,No,No,No,No,No,West,27689,No,Yes,Business,Other,Veteran,Yes,Low,High,5,34,No,None,Yes,4,100-200K,1500-2000,No,Yes,Medium,Yes,No,High,Low,No,Yes,No
19,75-100K,650-699,2021,192544,43,0,BMW,Elantra,Owned,Widowed,Doctorate,Living with Family,Employed Full-Time,Female,Mail,Website,Mobile,No,Yes,No,Yes,Yes,No,Northeast,85997,Yes,Yes,Mixed,English,Veteran,Yes,Low,High,2,34,No,None,No,3,400-600K,<500,Yes,Yes,Medium,Yes,Yes,High,Low,No,No,Yes
41,50-75K,800+,2022,68421,68,1,Volkswagen,Jetta,Financed,Married,Associate Degree,Renter,Employed Part-Time,Other,Phone,Email Campaign,Desktop,No,Yes,Yes,No,Yes,No,Midwest,22482,No,No,Business,English,Veteran,Yes,Medium,Low,4,24,No,Occasional,Yes,3,400-600K,1000-1500,Yes,Yes,Low,Yes,Yes,High,High,Yes,Yes,No
44,50-75K,700-749,2015,138621,51,0,Hyundai,Sorento,Financed,Divorced,High School,Homeowner,Employed Part-Time,Other,Text,Event,Tablet,No,No,Yes,No,No,No,Midwest,16825,No,No,Business,English,Active Duty,No,Medium,Medium,3,34,No,None,Yes,3,400-600K,1500-2000,No,Yes,Low,Yes,Yes,Low,Low,No,No,Yes
40,50-75K,700-749,2007,60918,23,0,Mercedes,Civic,Owned,Divorced,Master's Degree,Renter,Retired,Male,Text,Website,Mobile,Yes,No,Yes,Yes,No,No,South,35200,Yes,Yes,Business,English,Active Duty,Yes,Medium,High,2,35,Yes,Regular,Yes,3,100-200K,1500-2000,No,Yes,High,Yes,No,Low,Low,No,Yes,Yes
61,50-75K,700-749,2018,118230,78,0,Hyundai,C-Class,Owned,Widowed,Some College,Renter,Employed Part-Time,Female,Phone,Cold Call,Mobile,Yes,Yes,No,No,Yes,Yes,West,38636,Yes,Yes,Personal,Spanish,Veteran,No,High,Low,3,11,Yes,None,No,4,600K+,1000-1500,Yes,Yes,High,Yes,Yes,Low,High,No,Yes,No
33,<30K,750-800,2019,99881,66,1,Hyundai,C-Class,Financed,Married,Doctorate,Living with Family,Unemployed,Male,Text,Event,Mobile,Yes,No,No,Yes,Yes,No,Midwest,66077,Yes,Yes,Mixed,Other,Veteran,Yes,Medium,Medium,3,30,No,None,Yes,2,600K+,2000+,No,Yes,High,Yes,Yes,Low,Low,Yes,Yes,Yes
64,50-75K,750-800,2019,5648,76,1,Toyota,3 Series,Financed,Divorced,Some College,Homeowner,Employed Part-Time,Other,Text,Referral,Desktop,Yes,Yes,No,Yes,Yes,Yes,South,18276,Yes,Yes,Personal,Other,None,Yes,Low,Low,3,26,Yes,None,No,6,100-200K,<500,No,Yes,Low,Yes,Yes,High,High,No,No,No
43,50-75K,750-800,2010,164693,65,0,Mercedes,Elantra,Owned,Married,Doctorate,Homeowner,Unemployed,Female,Email,Referral,Tablet,Yes,Yes,Yes,Yes,No,No,Northeast,16817,Yes,Yes,Personal,Other,Active Duty,Yes,Medium,Low,3,32,No,Regular,Yes,3,400-600K,500-1000,No,No,High,Yes,No,Medium,Low,No,Yes,Yes
38,75-100K,750-800,2014,14614,60,0,Chevrolet,Sorento,Leased,Single,Master's Degree,Homeowner,Unemployed,Female,Email,Event,Mobile,No,No,No,No,No,No,Northeast,48472,No,No,Personal,English,Veteran,No,Low,Low,5,31,No,Regular,Yes,5,600K+,2000+,Yes,No,High,Yes,Yes,Medium,Medium,No,Yes,No
30,50-75K,650-699,2007,125877,29,1,Ford,3 Series,Owned,Single,Doctorate,Homeowner,Retired,Male,Text,Cold Call,Desktop,Yes,Yes,No,Yes,Yes,Yes,South,73032,Yes,Yes,Personal,Other,Active Duty,No,Low,Medium,3,9,Yes,None,No,4,<100K,500-1000,Yes,No,Medium,No,Yes,High,High,Yes,Yes,No
89,50-75K,650-699,2007,132756,84,0,Chevrolet,Elantra,Leased,Single,Bachelor's Degree,Renter,Self-Employed,Other,Phone,Cold Call,Mobile,No,Yes,No,No,No,No,Northeast,56772,No,No,Personal,Other,Active Duty,No,Low,Medium,4,15,Yes,Regular,No,2,100-200K,<500,Yes,No,High,No,No,High,Medium,No,No,No
36,30-50K,700-749,2009,99297,53,1,Nissan,Civic,Financed,Married,Master's Degree,Living with Family,Self-Employed,Male,Email,Website,Desktop,Yes,Yes,No,Yes,No,Yes,South,76822,Yes,No,Business,English,Veteran,No,High,High,4,11,Yes,None,No,4,100-200K,1000-1500,No,No,High,Yes,No,High,Medium,No,No,No
22,50-75K,600-649,2019,2568,33,0,Volkswagen,Sorento,Owned,Widowed,High School,Homeowner,Unemployed,Female,Phone,Website,Tablet,No,Yes,No,Yes,Yes,No,Northeast,19549,No,No,Personal,Spanish,None,Yes,Low,High,4,13,No,Regular,Yes,3,100-200K,1500-2000,No,Yes,Low,Yes,No,High,Medium,Yes,No,No
71,100-150K,700-749,2018,153637,84,0,Hyundai,Sorento,Financed,Married,Bachelor's Degree,Homeowner,Employed Full-Time,Male,Phone,Event,Tablet,Yes,No,Yes,No,No,No,West,28631,Yes,Yes,Business,English,None,No,Low,Medium,4,27,No,Regular,No,3,200-400K,1500-2000,No,No,High,Yes,Yes,Medium,High,Yes,Yes,Yes
72,100-150K,650-699,2013,97649,64,0,Ford,Silverado,Financed,Married,High School,Homeowner,Self-Employed,Male,Phone,Website,Tablet,Yes,Yes,No,Yes,Yes,No,Northeast,30224,Yes,No,Mixed,Spanish,Active Duty,No,Low,Low,4,21,Yes,Occasional,Yes,1,600K+,<500,Yes,Yes,Low,Yes,Yes,Low,High,Yes,No,No
70,30-50K,600-649,2015,158221,36,1,Volkswagen,Sorento,Owned,Married,Doctorate,Homeowner,Employed Part-Time,Male,Phone,Email Campaign,Desktop,No,Yes,No,No,No,No,South,24601,No,No,Business,Other,Veteran,Yes,Low,Medium,5,14,Yes,Occasional,No,1,200-400K,500-1000,Yes,No,Medium,Yes,No,High,High,Yes,Yes,Yes
18,75-100K,650-699,2018,190598,55,0,Honda,Corolla,Leased,Single,Bachelor's Degree,Living with Family,Unemployed,Other,Mail,Event,Desktop,No,No,No,No,No,Yes,South,37405,Yes,No,Personal,English,Active Duty,Yes,Medium,Medium,3,14,Yes,None,Yes,6,100-200K,2000+,Yes,Yes,Medium,Yes,No,High,Medium,Yes,No,Yes
54,50-75K,650-699,2021,134566,42,0,Chevrolet,Corolla,Owned,Married,Master's Degree,Renter,Unemployed,Female,Mail,Event,Desktop,No,No,Yes,No,No,No,Northeast,39417,Yes,No,Business,Spanish,Active Duty,No,Medium,Medium,3,9,No,Regular,Yes,6,100-200K,<500,Yes,No,Low,Yes,No,Low,Medium,Yes,Yes,Yes
86,100-150K,750-800,2015,134308,100,1,Volkswagen,Corolla,Leased,Widowed,Associate Degree,Homeowner,Employed Full-Time,Female,Phone,Referral,Mobile,No,No,Yes,Yes,Yes,No,Northeast,39648,No,No,Personal,English,Veteran,Yes,Low,Low,3,1,No,Occasional,No,6,400-600K,1000-1500,Yes,Yes,High,No,No,Low,Medium,Yes,No,Yes
64,75-100K,700-749,2007,7999,68,0,Honda,F-150,Leased,Divorced,Doctorate,Renter,Employed Full-Time,Other,Mail,Event,Mobile,Yes,No,Yes,Yes,No,No,Midwest,39164,Yes,Yes,Business,Spanish,Veteran,Yes,Low,Medium,3,19,No,Regular,No,3,400-600K,2000+,Yes,No,High,Yes,No,Medium,Low,No,No,No
52,100-150K,700-749,2014,25548,70,0,Kia,Elantra,Leased,Divorced,Bachelor's Degree,Living with Family,Employed Full-Time,Male,Phone,Website,Desktop,No,No,No,Yes,Yes,Yes,Midwest,58107,No,Yes,Personal,Other,None,Yes,Low,High,4,22,Yes,Regular,Yes,6,200-400K,<500,No,No,High,Yes,No,Medium,Medium,No,Yes,No
50,75-100K,750-800,2020,18358,75,1,Ford,F-150,Financed,Widowed,High School,Homeowner,Employed Full-Time,Female,Phone,Cold Call,Desktop,Yes,No,No,Yes,No,No,Northeast,75702,No,No,Mixed,Other,Active Duty,Yes,Medium,Medium,4,6,Yes,Occasional,Yes,2,200-400K,500-1000,No,Yes,Medium,No,No,High,Medium,Yes,No,Yes
89,50-75K,600-649,2013,47130,52,0,Volkswagen,F-150,Financed,Widowed,Doctorate,Homeowner,Employed Part-Time,Female,Text,Event,Desktop,No,Yes,No,No,No,Yes,West,90260,Yes,No,Business,Spanish,Veteran,Yes,High,Medium,3,25,Yes,Regular,No,1,200-400K,500-1000,No,Yes,High,No,No,High,High,No,No,No
71,<30K,700-749,2019,54766,51,1,Hyundai,Corolla,Leased,Divorced,Doctorate,Living with Family,Employed Full-Time,Female,Email,Website,Desktop,Yes,Yes,No,Yes,Yes,Yes,Northeast,90559,Yes,Yes,Personal,English,None,No,Medium,High,4,28,No,Regular,Yes,2,<100K,2000+,Yes,Yes,High,No,Yes,Low,Low,No,No,Yes
37,100-150K,<600,2010,8578,50,1,Chevrolet,3 Series,Leased,Widowed,Some College,Living with Family,Unemployed,Other,Phone,Event,Desktop,No,No,No,Yes,Yes,No,Midwest,25345,No,No,Mixed,Other,Veteran,Yes,Medium,High,4,18,No,Occasional,Yes,6,400-600K,2000+,Yes,No,Medium,No,Yes,Medium,Low,No,No,Yes
77,50-75K,700-749,2012,59579,72,0,Volkswagen,Silverado,Leased,Single,Doctorate,Living with Family,Employed Full-Time,Male,Text,Referral,Mobile,No,No,No,No,Yes,Yes,West,71400,Yes,Yes,Mixed,Other,None,No,High,Medium,4,17,No,Regular,No,4,400-600K,500-1000,Yes,Yes,High,No,No,Low,Low,No,No,No
71,30-50K,800+,2017,48174,73,0,BMW,Civic,Leased,Married,High School,Homeowner,Retired,Male,Mail,Referral,Mobile,Yes,Yes,No,Yes,Yes,No,South,69395,No,Yes,Business,Spanish,None,Yes,Low,Medium,5,13,Yes,Regular,Yes,2,100-200K,1000-1500,Yes,No,Low,Yes,No,Low,High,No,Yes,No
25,100-150K,650-699,2014,84662,52,0,BMW,F-150,Owned,Widowed,Doctorate,Renter,Retired,Other,Mail,Website,Tablet,Yes,No,Yes,Yes,No,No,South,20465,Yes,Yes,Business,Other,None,Yes,Low,High,1,23,No,None,No,1,200-400K,1000-1500,No,Yes,Low,No,No,Medium,Medium,Yes,No,No
22,30-50K,650-699,2022,69409,58,1,Kia,3 Series,Financed,Single,Master's Degree,Renter,Employed Full-Time,Female,Text,Cold Call,Tablet,Yes,No,Yes,Yes,Yes,No,South,87664,Yes,No,Business,English,None,No,Low,Low,2,24,Yes,None,No,4,100-200K,500-1000,No,No,Low,Yes,Yes,Medium,Medium,No,Yes,Yes
74,50-75K,600-649,2016,102532,51,0,BMW,Altima,Financed,Divorced,Doctorate,Living with Family,Unemployed,Other,Text,Email Campaign,Tablet,No,Yes,No,No,Yes,Yes,West,80381,No,No,Business,Other,None,Yes,Medium,Medium,2,36,Yes,Occasional,No,4,100-200K,1000-1500,Yes,Yes,Low,No,No,Medium,Medium,Yes,No,No
42,75-100K,<600,2012,164369,56,0,Toyota,Altima,Owned,Widowed,Associate Degree,Living with Family,Unemployed,Female,Email,Event,Mobile,No,Yes,No,Yes,Yes,No,West,58613,No,No,Personal,Other,None,Yes,Medium,High,4,17,Yes,Regular,Yes,6,200-400K,2000+,No,No,Medium,Yes,Yes,Low,Low,No,Yes,Yes
71,100-150K,650-699,2009,25781,70,0,Volkswagen,F-150,Leased,Divorced,Bachelor's Degree,Living with Family,Self-Employed,Female,Mail,Cold Call,Mobile,No,Yes,No,No,Yes,No,Northeast,54854,Yes,Yes,Mixed,Other,Veteran,Yes,Low,High,3,37,No,Regular,No,4,600K+,1500-2000,No,No,Low,No,No,Medium,High,Yes,Yes,No
55,30-50K,750-800,2012,36826,79,1,Nissan,Sorento,Leased,Single,Associate Degree,Homeowner,Self-Employed,Male,Mail,Referral,Tablet,No,Yes,No,No,No,No,South,62509,Yes,Yes,Mixed,Other,None,Yes,Low,Low,1,9,No,Occasional,No,4,200-400K,1500-2000,No,Yes,High,Yes,No,Low,High,Yes,Yes,Yes
34,<30K,700-749,2023,119955,48,0,Chevrolet,3 Series,Financed,Single,High School,Living with Family,Self-Employed,Female,Email,Event,Desktop,No,Yes,No,No,Yes,Yes,Midwest,46174,No,No,Business,Other,Veteran,No,Low,High,5,1,Yes,None,No,5,200-400K,500-1000,Yes,Yes,High,No,No,High,High,Yes,Yes,Yes
38,75-100K,700-749,2022,37792,64,0,Volkswagen,Silverado,Leased,Widowed,Doctorate,Homeowner,Employed Part-Time,Female,Phone,Email Campaign,Mobile,Yes,Yes,Yes,Yes,No,Yes,Northeast,49333,Yes,Yes,Business,Spanish,Veteran,Yes,Medium,Low,2,33,No,None,No,5,<100K,<500,No,Yes,High,Yes,No,Medium,Low,No,Yes,No
23,75-100K,700-749,2022,2259,62,1,Volkswagen,Corolla,Leased,Divorced,Doctorate,Renter,Unemployed,Male,Phone,Website,Desktop,No,No,Yes,Yes,Yes,No,South,34416,Yes,No,Business,Spanish,Veteran,No,High,High,2,6,No,Occasional,Yes,5,<100K,500-1000,Yes,Yes,Medium,No,Yes,High,High,Yes,No,No
84,30-50K,<600,2008,153354,55,0,Ford,Civic,Owned,Married,High School,Renter,Employed Full-Time,Other,Mail,Email Campaign,Tablet,No,Yes,Yes,Yes,No,No,Midwest,61145,Yes,Yes,Business,Other,Active Duty,Yes,Low,Medium,4,12,Yes,None,No,3,<100K,500-1000,No,No,Medium,Yes,Yes,Medium,High,No,Yes,No
87,75-100K,600-649,2012,28480,67,0,BMW,Sorento,Leased,Widowed,Doctorate,Living with Family,Employed Full-Time,Other,Phone,Event,Mobile,Yes,Yes,No,No,No,No,West,77826,Yes,No,Business,Spanish,Active Duty,No,Low,High,4,25,Yes,Occasional,No,2,<100K,2000+,No,No,Low,No,Yes,Low,Low,No,Yes,Yes
35,100-150K,600-649,2017,168152,38,0,Ford,C-Class,Leased,Single,High School,Homeowner,Employed Part-Time,Female,Mail,Email Campaign,Tablet,Yes,Yes,Yes,Yes,No,Yes,South,46574,Yes,Yes,Mixed,Other,None,Yes,High,High,2,24,Yes,Regular,Yes,6,600K+,1000-1500,No,No,Medium,Yes,No,High,Medium,No,Yes,No
86,50-75K,650-699,2015,22552,71,0,Hyundai,C-Class,Financed,Married,Doctorate,Homeowner,Retired,Female,Mail,Cold Call,Desktop,No,No,No,Yes,Yes,No,South,72917,Yes,Yes,Mixed,Spanish,None,Yes,High,High,3,17,Yes,None,No,5,600K+,500-1000,Yes,No,Low,No,No,Medium,High,No,Yes,Yes
70,30-50K,700-749,2015,61094,74,1,Chevrolet,Altima,Owned,Widowed,Master's Degree,Homeowner,Retired,Male,Email,Email Campaign,Tablet,Yes,No,Yes,No,No,No,Northeast,92312,Yes,Yes,Mixed,English,Veteran,Yes,High,High,4,14,No,None,No,5,200-400K,1000-1500,No,Yes,High,No,No,High,High,Yes,No,Yes
86,30-50K,700-749,2012,168081,60,1,Chevrolet,Altima,Owned,Single,Associate Degree,Homeowner,Retired,Other,Text,Cold Call,Desktop,No,No,Yes,No,No,Yes,West,28650,Yes,Yes,Personal,Spanish,None,Yes,Low,Medium,1,17,No,Occasional,No,4,100-200K,1500-2000,No,No,Low,No,No,Low,Low,No,No,No
77,50-75K,750-800,2016,99937,68,1,Hyundai,Civic,Leased,Widowed,Master's Degree,Renter,Retired,Other,Phone,Website,Mobile,Yes,Yes,No,No,No,Yes,West,82584,Yes,No,Personal,English,None,Yes,Low,High,5,40,No,Occasional,No,3,200-400K,1500-2000,No,No,Low,Yes,Yes,Medium,High,No,No,No
74,75-100K,600-649,2014,193961,55,1,Mercedes,F-150,Financed,Single,Associate Degree,Renter,Unemployed,Male,Text,Event,Mobile,Yes,No,Yes,No,No,No,Northeast,18005,Yes,No,Mixed,Spanish,Active Duty,No,High,High,4,34,No,None,No,2,100-200K,2000+,Yes,No,High,Yes,No,High,High,No,Yes,No
50,75-100K,600-649,2011,138185,25,0,BMW,C-Class,Financed,Married,Doctorate,Homeowner,Unemployed,Male,Mail,Website,Mobile,No,No,Yes,No,Yes,Yes,South,55705,Yes,No,Personal,Spanish,None,Yes,High,High,1,31,No,None,No,3,200-400K,1000-1500,Yes,No,High,Yes,Yes,Medium,Medium,No,No,No
86,50-75K,700-749,2012,18473,83,0,Chevrolet,Sorento,Owned,Single,Associate Degree,Homeowner,Employed Part-Time,Female,Text,Email Campaign,Desktop,No,Yes,No,No,Yes,No,Midwest,68252,Yes,Yes,Personal,Spanish,Veteran,Yes,Medium,Low,3,34,No,None,No,1,200-400K,<500,No,No,Low,No,Yes,Medium,Medium,Yes,No,No
